profile pic,username_length,bio_description_length,external_URL,is_private,posts_count,followers_count,following_count,fake_or_real,followers_following_ratio
1,1.0,7,0,1,4,432,827,1,0.52173913
1,1.0,7,0,0,3,1,80,1,0.012345679
0,22.0,5,1,0,0,3,2,1,1.0
0,16.0,8,0,1,0,1,174,1,0.005714286
0,22.0,11,0,0,37,218,1528,1,0.142576848
1,4.0,4,0,0,2,104,115,1,0.896551724
1,20.0,2,0,1,212,5375,604,0,8.884297521
0,18.0,2,0,0,0,15,4,1,3.0
1,17.0,11,0,0,125,999,526,0,1.895635674
0,18.0,2,0,0,32,652,3134,1,0.207974482
1,2.0,4,0,0,88,1170,611,0,1.911764706
0,1.0,6,0,1,0,31,87,1,0.352272727
0,18.0,1,1,0,0,18,47,1,0.375
0,19.0,2,0,0,6,85,654,1,0.129770992
0,18.0,6,1,0,3,124,135,1,0.911764706
0,3.0,11,0,0,1,41,194,1,0.21025641
0,16.0,8,0,0,4,5,24,1,0.2
1,1.0,2,0,1,942,896,502,0,1.781312127
0,3.0,9,0,0,0,15,1,1,7.5
1,4.0,7,0,0,13,499,441,0,1.128959276
1,16.0,5,0,0,20,6,47,1,0.125
1,2.0,4,0,0,67,301,560,0,0.536541889
1,23.0,1,0,0,67,2602,793,0,3.277078086
1,21.0,8,0,0,299,4845,696,0,6.951219512
0,23.0,10,0,0,0,0,799,1,0.0
0,1.0,10,1,1,0,21,11,1,1.75
0,4.0,1,0,0,0,5,170,1,0.029239766
0,4.0,10,1,1,2,37,116,1,0.316239316
0,4.0,6,0,0,3,8,47,1,0.166666667
0,1.0,10,1,0,10,156,901,1,0.172949002
1,4.0,11,1,0,1,0,44,1,0.0
1,1.0,8,0,0,128,905,1147,0,0.788327526
1,3.0,5,1,0,9,139,189,0,0.731578947
1,4.0,10,0,1,40,393,366,1,1.070844687
0,21.0,1,0,0,2,124,133,1,0.925373134
1,3.0,9,0,0,55,128,96,0,1.319587629
1,15.0,8,0,0,0,100,32,0,3.03030303
0,22.0,3,0,1,0,10,1,1,5.0
1,24.0,9,0,0,4,61,151,1,0.401315789
0,23.0,10,0,0,7,40,65,1,0.606060606
0,3.0,8,0,0,22,194,853,1,0.227166276
1,15.0,11,0,0,7,219,287,0,0.760416667
1,15.0,7,0,0,74,399,452,0,0.880794702
0,17.0,6,0,0,1,98,137,1,0.710144928
1,21.0,1,1,0,55,266,299,0,0.886666667
0,1.0,6,0,0,1,14,22,1,0.608695652
0,15.0,11,0,1,0,50,46,1,1.063829787
0,18.0,3,0,1,0,57,76,1,0.74025974
1,2.0,7,0,0,21,611,1337,0,0.456651719
0,2.0,6,0,0,0,74,26,1,2.740740741
1,24.0,11,1,0,90,1005,1017,0,0.987229862
0,15.0,6,1,0,0,15,1,1,7.5
1,21.0,8,0,0,25,213,267,0,0.794776119
0,4.0,9,0,1,0,281,2547,1,0.110282575
0,19.0,2,0,0,0,16,25,1,0.615384615
1,2.0,1,0,0,3,34,30,0,1.096774194
1,1.0,2,0,1,38,371,472,0,0.78435518
0,3.0,5,0,1,0,29,89,1,0.322222222
0,22.0,7,0,0,0,3,58,1,0.050847458
1,19.0,8,0,1,18,155,191,0,0.807291667
1,20.0,11,0,1,73,1830,644,0,2.837209302
0,18.0,6,1,1,9,40,22,1,1.739130435
0,4.0,9,0,1,0,70,341,1,0.204678363
1,19.0,8,0,1,75,3716,225,0,16.44247788
0,19.0,8,0,0,0,77,17,1,4.277777778
1,19.0,10,0,0,9,104,124,0,0.832
1,2.0,7,1,0,141,289,230,0,1.251082251
1,3.0,5,0,0,574,766,424,0,1.802352941
1,24.0,4,0,0,207,2323,196,0,11.79187817
0,17.0,11,0,0,4,98,320,1,0.30529595
1,16.0,8,0,1,39,186,392,0,0.473282443
0,2.0,2,0,1,0,37,227,1,0.162280702
0,19.0,6,0,0,0,0,11,1,0.0
0,23.0,11,0,0,0,7,19,1,0.35
1,4.0,8,1,0,76,695,625,0,1.110223642
0,18.0,11,0,0,2,1198,3446,1,0.347548593
0,19.0,10,0,0,0,14,33,1,0.411764706
0,20.0,4,0,0,0,42,213,1,0.196261682
1,1.0,5,0,0,4,4177,3678,0,1.13536287
0,4.0,3,0,1,0,20,8,1,2.222222222
1,23.0,4,1,1,3,35,21,0,1.590909091
1,24.0,8,0,1,0,42,146,1,0.285714286
0,2.0,8,0,1,0,19,200,1,0.094527363
1,2.0,10,0,1,91,836,141,0,5.887323944
1,4.0,2,0,0,174,11303,1081,0,10.44639556
1,3.0,4,0,1,9,112,467,0,0.239316239
1,21.0,8,0,0,1570,1128,694,0,1.623021583
1,1.0,9,0,0,297,498,973,0,0.511293634
1,20.0,2,0,1,492,64819,357,0,181.0586592
0,16.0,4,1,1,0,13,1,1,6.5
1,18.0,10,0,0,25,170,250,0,0.677290837
0,24.0,8,0,0,0,40,233,1,0.170940171
0,20.0,1,0,0,0,41,4,1,8.2
1,2.0,6,0,1,7,23,37,1,0.605263158
1,20.0,2,1,0,210,12917,795,0,16.22738693
1,2.0,4,0,0,219,1527,2436,0,0.62659007
1,18.0,9,1,1,62,121,212,0,0.568075117
0,17.0,11,0,0,0,83,139,1,0.592857143
1,2.0,8,0,0,163,1208,336,0,3.584569733
1,23.0,5,0,0,163,1000,76,0,12.98701299
1,1.0,6,1,1,44,711,673,0,1.054896142
0,15.0,11,0,1,24,165,619,1,0.266129032
1,4.0,10,0,0,76,11021,338,0,32.51032448
1,21.0,4,0,1,28,101,134,0,0.748148148
1,2.0,9,0,0,217,620,474,0,1.305263158
0,3.0,4,1,0,0,43,61,1,0.693548387
0,1.0,9,1,0,4,477,2830,1,0.168491699
0,2.0,11,1,1,0,0,10,1,0.0
0,3.0,3,0,0,0,14,4,1,2.8
0,22.0,3,0,0,76,1309,5110,1,0.256114263
1,4.0,9,0,0,5,264,327,0,0.804878049
1,23.0,6,0,1,51,1003,967,0,1.036157025
0,3.0,7,0,1,0,34,220,1,0.153846154
0,20.0,9,0,0,9,353,2425,1,0.145507007
1,2.0,6,1,0,5,34,62,1,0.53968254
0,1.0,5,0,1,0,34,40,1,0.829268293
1,2.0,1,0,0,81,973,610,0,1.592471358
0,4.0,4,0,0,5,31,51,1,0.596153846
0,17.0,1,0,0,0,33,87,1,0.375
1,3.0,6,0,1,150,951,1125,0,0.844582593
0,3.0,2,0,0,0,44,86,1,0.505747126
1,24.0,4,0,1,15,1714,689,0,2.484057971
1,3.0,4,0,1,10,156,107,0,1.444444444
1,23.0,11,1,0,80,1330,257,0,5.15503876
0,21.0,1,0,1,0,56,74,1,0.746666667
1,16.0,10,0,0,8,126,860,1,0.146341463
1,4.0,2,0,0,4,102,123,0,0.822580645
1,3.0,1,0,0,25,616,282,0,2.176678445
1,2.0,4,1,0,326,6137389,161,0,37885.11728
1,3.0,1,0,1,271,2118,1109,0,1.908108108
0,1.0,2,0,1,0,30,90,1,0.32967033
1,2.0,6,0,1,26,202,337,0,0.597633136
1,17.0,9,0,0,57,1218,101,0,11.94117647
1,19.0,10,1,0,400,19725,720,0,27.35783634
1,2.0,11,0,0,8,210,1543,1,0.136010363
1,17.0,1,0,0,10,126,484,1,0.259793814
0,1.0,9,0,0,2,56,42,1,1.302325581
1,3.0,6,0,0,1,53,137,1,0.384057971
1,21.0,2,0,1,3,97,108,1,0.889908257
1,22.0,9,0,0,18,318,523,0,0.606870229
1,3.0,9,0,0,117,1076,1911,0,0.562761506
1,23.0,10,0,1,170,468,287,0,1.625
1,18.0,9,0,0,16,105,123,0,0.846774194
0,20.0,2,1,0,5,233,953,1,0.244234801
0,2.0,1,0,1,0,50,140,1,0.354609929
1,16.0,11,0,1,60,283,1341,0,0.210879285
1,16.0,11,1,0,10,119,305,1,0.388888889
0,20.0,1,1,0,0,3,831,1,0.003605769
0,22.0,9,0,0,0,36,67,1,0.529411765
1,17.0,3,0,0,72,266,1437,0,0.184979138
1,16.0,1,0,0,55,10996,1660,0,6.620108368
1,23.0,4,1,0,3,65,161,1,0.401234568
0,18.0,3,0,0,1,166,694,1,0.238848921
0,3.0,1,0,0,2,37,737,1,0.050135501
1,2.0,11,0,1,7,99,132,0,0.744360902
1,19.0,2,0,0,12,307,364,0,0.84109589
0,22.0,1,0,0,0,25,8,1,2.777777778
0,4.0,6,0,1,0,0,73,1,0.0
0,2.0,9,0,0,4,234,441,1,0.529411765
0,24.0,2,0,0,1,35,135,1,0.257352941
1,23.0,8,1,1,0,192,65,0,2.909090909
1,15.0,7,1,0,78,1126,921,0,1.221258134
1,22.0,4,0,0,4,258,354,0,0.726760563
1,22.0,8,0,0,31,224,289,0,0.772413793
1,17.0,8,0,0,373,732075,363,0,2011.195055
1,4.0,11,0,0,123,862,521,0,1.651340996
1,20.0,9,0,1,15,741,538,0,1.374768089
0,1.0,11,0,0,0,178,828,1,0.214716526
0,16.0,3,0,1,43,32,28,1,1.103448276
1,3.0,4,0,0,9,190,1464,1,0.129692833
0,1.0,4,1,1,0,16,23,1,0.666666667
1,22.0,11,0,1,138,477,978,0,0.487231869
1,1.0,9,0,1,6,156,449,1,0.346666667
0,1.0,1,0,0,40,75,18,1,3.947368421
1,2.0,11,1,1,23,468,436,0,1.070938215
1,3.0,8,0,0,204,139,61,0,2.241935484
0,1.0,6,0,0,4,153,453,1,0.337004405
1,21.0,8,0,0,0,13,57,1,0.224137931
0,2.0,3,0,0,0,15,0,1,15.0
1,22.0,5,0,0,18,1741,569,0,3.054385965
1,3.0,5,0,1,65,492,689,0,0.713043478
0,22.0,8,0,0,0,6,15,1,0.375
0,22.0,7,0,1,0,15,2,1,5.0
0,3.0,3,0,0,9,246,323,0,0.759259259
0,20.0,8,0,0,4,16,58,1,0.271186441
1,4.0,3,1,1,102,39,229,1,0.169565217
1,16.0,2,0,0,1,87,26,0,3.222222222
0,19.0,2,0,0,2,2120,902,1,2.34772979
0,1.0,7,0,0,0,184,821,1,0.223844282
1,15.0,7,0,0,81,257,536,0,0.47858473
1,3.0,6,0,0,16,63,71,0,0.875
1,24.0,11,0,0,0,19,76,1,0.246753247
0,4.0,2,0,0,0,46,3,1,11.5
0,4.0,3,0,0,1,13,21,1,0.590909091
1,18.0,7,0,0,73,1008,980,0,1.027522936
1,1.0,7,0,0,25,137,213,0,0.640186916
1,4.0,1,0,0,122,951,1088,0,0.873278237
1,1.0,8,0,0,54,303,558,0,0.542039356
0,1.0,7,0,1,0,17,44,1,0.377777778
1,18.0,3,0,1,315,418,403,0,1.034653465
1,15.0,5,0,1,4,45,62,1,0.714285714
1,22.0,2,0,0,264,49062,866,0,56.58823529
0,3.0,5,0,0,1,25,42,1,0.581395349
0,21.0,3,1,0,0,78,27,1,2.785714286
1,1.0,2,0,1,21,5,48,1,0.102040816
1,17.0,11,0,0,111,540,697,0,0.773638968
1,21.0,8,0,1,4,80,756,1,0.105680317
1,4.0,4,0,0,53,380,462,0,0.820734341
1,3.0,3,0,0,294,3856,896,0,4.29877369
0,24.0,4,1,0,0,49,95,1,0.510416667
1,20.0,6,1,1,57,392,281,1,1.390070922
1,17.0,4,0,0,16,323,2229,1,0.144843049
0,1.0,6,0,1,0,50,58,1,0.847457627
0,17.0,9,0,1,0,47,9,1,4.7
1,4.0,1,0,0,37,882,72,0,12.08219178
1,1.0,4,0,0,481,1864,1485,0,1.254374159
0,23.0,4,0,0,5,53,66,1,0.791044776
0,1.0,2,1,1,0,11,190,1,0.057591623
1,2.0,5,0,1,8,96,109,0,0.872727273
0,2.0,6,1,0,2,182,170,1,1.064327485
0,3.0,6,0,1,75,1314,5120,1,0.25659051
0,3.0,9,0,0,0,46,144,1,0.317241379
0,4.0,5,0,0,0,72,433,1,0.165898618
0,21.0,3,0,1,0,10,18,1,0.526315789
1,3.0,6,0,0,108,1690,1254,0,1.346613546
0,1.0,11,0,1,122,520,1039,0,0.5
0,20.0,4,0,0,4,481,2837,1,0.169485553
0,21.0,9,0,0,0,50,44,1,1.111111111
1,16.0,7,0,0,6,61,164,1,0.36969697
1,4.0,10,0,1,59,2582,903,0,2.85619469
1,2.0,7,0,0,1097,560,1102,0,0.507706256
0,17.0,1,0,0,0,50,31,1,1.5625
0,18.0,10,0,0,4,153,452,1,0.337748344
1,15.0,4,0,1,21,52,45,0,1.130434783
1,18.0,5,0,1,204,5334,607,0,8.773026316
0,20.0,8,0,0,0,6,14,1,0.4
1,1.0,6,0,1,1,40,136,1,0.291970803
1,15.0,2,1,0,72,210,48,0,4.285714286
1,21.0,8,0,0,137,2663,839,0,3.170238095
1,18.0,10,0,1,916,2302,1244,0,1.848995984
1,19.0,5,1,0,8,78,61,0,1.258064516
0,18.0,6,0,0,0,82,6,1,11.71428571
0,15.0,10,1,0,7,1,209,1,0.004761905
0,24.0,2,0,0,0,51,0,1,51.0
1,20.0,7,0,0,209,5398,592,0,9.102866779
0,16.0,11,0,0,0,0,29,1,0.0
1,15.0,8,0,0,190,2947,471,0,6.243644068
0,1.0,10,0,1,0,5,35,1,0.138888889
0,1.0,10,0,0,7,152,995,1,0.152610442
1,17.0,7,0,0,58,483,674,0,0.715555556
0,1.0,6,0,0,1,33,22,1,1.434782609
1,4.0,3,0,0,4,270,324,0,0.830769231
0,21.0,5,0,0,0,0,72,1,0.0
0,19.0,9,0,1,0,6,16,1,0.352941176
0,20.0,7,0,0,0,15,2,1,5.0
1,23.0,4,0,1,150,9860,1006,0,9.791459782
0,4.0,9,0,0,0,76,427,1,0.177570093
1,22.0,3,0,1,938,25163,5600,0,4.492590609
1,20.0,10,0,0,289,36527,2873,0,12.70946416
1,3.0,2,0,1,5,256,351,0,0.727272727
0,22.0,3,1,1,1,116,104,1,1.104761905
1,2.0,1,0,1,917,1158,3932,0,0.294431732
0,2.0,2,0,0,3,59,240,1,0.244813278
1,3.0,1,0,0,285,4480,1269,0,3.527559055
1,16.0,3,0,0,751,380510,0,0,380510.0
0,23.0,2,0,0,0,51,126,1,0.401574803
0,16.0,4,0,1,0,5,15,1,0.3125
1,21.0,7,1,0,169,663,436,0,1.517162471
0,4.0,3,0,1,8,106,480,1,0.22037422
1,23.0,7,1,1,1214,728,1204,0,0.604149378
1,22.0,10,0,0,152,1125,215,0,5.208333333
1,4.0,4,0,1,54,373,361,0,1.03038674
1,24.0,6,0,0,73,841,502,0,1.671968191
1,1.0,8,0,0,17,76,62,1,1.206349206
0,21.0,10,1,0,3,301,2562,1,0.117440499
1,18.0,2,1,1,31,219,177,1,1.230337079
1,16.0,7,0,0,1232,728,1213,0,0.599670511
0,19.0,2,0,0,2,23,60,1,0.37704918
1,20.0,10,0,0,7,193,198,0,0.969849246
1,21.0,8,1,1,62,117,206,0,0.565217391
1,24.0,6,0,1,16,160,439,0,0.363636364
1,22.0,11,0,0,358,6524137,505,0,12893.55138
0,3.0,4,1,0,3,7,23,1,0.291666667
1,18.0,6,0,0,2,9,99,1,0.09
1,17.0,2,0,1,53,380,461,0,0.822510823
0,17.0,2,1,0,1,34,26,1,1.259259259
1,4.0,4,0,0,103,287,1133,1,0.25308642
1,17.0,2,0,1,14,417,365,0,1.139344262
1,18.0,10,0,1,18,421,396,0,1.060453401
0,4.0,9,0,1,1,141,318,1,0.44200627
0,15.0,3,0,0,0,49,21,1,2.227272727
0,1.0,5,1,0,0,35,224,1,0.155555556
1,1.0,1,0,0,342,1760,1193,0,1.474036851
1,1.0,10,0,0,19,750,535,0,1.399253731
1,17.0,11,0,0,238,425,918,0,0.462459195
1,1.0,4,0,0,0,91,46,0,1.936170213
1,2.0,8,1,0,11,129,306,1,0.42019544
0,3.0,7,0,0,0,5,18,1,0.263157895
1,16.0,6,1,0,21,84,68,1,1.217391304
1,22.0,4,0,1,13,176,249,0,0.704
0,21.0,3,0,0,2,40,179,1,0.222222222
1,1.0,1,0,1,6,43,64,1,0.661538462
1,15.0,7,1,0,0,4,16,1,0.235294118
1,16.0,1,0,1,251,1465,2377,0,0.616063919
0,4.0,7,0,0,0,15,1,1,7.5
1,2.0,3,0,1,350,965,446,0,2.158836689
1,2.0,4,0,0,8,1230,1196,0,1.027568922
1,23.0,7,1,0,6,153,168,0,0.905325444
1,18.0,3,0,0,3,139,157,1,0.879746835
0,18.0,9,0,0,0,33,4,1,6.6
1,1.0,6,1,0,212,12939,811,0,15.93472906
1,15.0,6,0,1,193,1176,311,0,3.769230769
1,1.0,11,1,0,0,1,13,1,0.071428571
0,2.0,4,0,0,0,56,366,1,0.152588556
1,4.0,5,0,1,26,62,116,0,0.52991453
0,15.0,8,0,1,0,23,9,1,2.3
0,24.0,10,0,0,0,0,0,1,0.0
0,2.0,3,1,1,1,1033,498,1,2.070140281
1,2.0,3,0,0,211,5380,602,0,8.922056385
1,19.0,7,0,0,526,2338,776,0,3.009009009
1,2.0,5,1,0,862,440,859,0,0.511627907
0,23.0,4,1,1,0,25,45,1,0.543478261
1,2.0,2,1,0,9,306,401,0,0.76119403
1,1.0,3,0,0,24,617,272,0,2.26007326
1,2.0,3,1,0,32,367,476,0,0.769392034
1,20.0,4,0,1,2,35,136,1,0.255474453
1,16.0,6,0,1,7,70,164,1,0.424242424
1,3.0,3,0,0,439,2513,951,0,2.639705882
0,2.0,9,1,0,0,1,8,1,0.111111111
1,15.0,7,0,0,0,53,421,1,0.125592417
1,4.0,1,0,0,184,1039,1086,0,0.955841766
0,3.0,2,0,0,296,33,110,1,0.297297297
1,1.0,6,0,0,0,42,222,1,0.188340807
1,4.0,5,0,1,7,68,81,0,0.829268293
1,24.0,1,0,1,26,55,52,0,1.037735849
0,17.0,11,0,0,1,62,300,1,0.205980066
1,2.0,8,1,0,90,417,284,0,1.463157895
0,19.0,6,0,0,1,48,11,1,4.0
1,18.0,8,0,0,69,719,639,0,1.1234375
1,3.0,7,0,1,291,8719145,99,0,87191.45
1,2.0,7,0,0,20,106,133,0,0.791044776
0,1.0,1,0,0,0,49,81,1,0.597560976
0,4.0,9,0,0,0,29,604,1,0.047933884
1,21.0,10,0,1,9,157,441,1,0.35520362
0,3.0,2,0,1,0,31,46,1,0.659574468
1,21.0,1,0,0,118,5588,390,0,14.2915601
1,1.0,6,0,0,1063,502937,510,0,984.221135
1,15.0,8,0,0,105,481,558,0,0.860465116
1,3.0,2,0,0,329,2638168,355,0,7410.58427
1,15.0,4,1,0,582,2372,801,0,2.957605985
1,24.0,6,0,1,82,1048,76,0,13.61038961
0,3.0,3,0,0,0,15,0,1,15.0
1,4.0,10,0,1,21,356,2176,1,0.163527791
1,2.0,10,0,0,422,1929,2538,0,0.759747932
0,2.0,11,0,1,4,61,437,1,0.139269406
0,4.0,5,0,1,0,47,97,1,0.479591837
1,2.0,1,0,0,11,776,1136,0,0.682497801
0,2.0,7,0,0,0,0,29,1,0.0
0,3.0,10,0,1,0,40,233,1,0.170940171
0,1.0,3,0,0,3,800,608,1,1.3136289
0,1.0,8,0,0,0,0,0,1,0.0
1,3.0,1,0,1,48,161,86,0,1.850574713
0,3.0,10,0,0,0,41,4,1,8.2
0,1.0,5,0,1,0,1,27,1,0.035714286
1,21.0,3,1,0,723,378937,49,0,7578.74
0,3.0,9,0,0,19,2,220,1,0.009049774
0,3.0,2,1,0,2,33,21,1,1.5
1,18.0,8,0,0,24,357,2078,1,0.171717172
1,16.0,11,0,0,10,147,412,0,0.355932203
0,24.0,5,1,0,0,28,63,1,0.4375
0,3.0,3,0,0,0,75,0,1,75.0
1,23.0,10,1,0,10,297,360,0,0.822714681
0,4.0,7,1,1,0,19,46,1,0.404255319
1,21.0,2,0,0,204,1283,929,0,1.379569892
1,3.0,7,0,0,16,105,129,0,0.807692308
1,2.0,8,1,1,990,18515,1000,0,18.4965035
0,2.0,10,0,0,0,16,25,1,0.615384615
1,18.0,9,0,0,6,118,1330,1,0.088655147
1,21.0,2,1,1,47,598,1081,0,0.552680222
1,2.0,4,0,1,4,129,122,0,1.048780488
1,2.0,4,1,1,185,13609934,71,0,189026.8611
1,19.0,2,0,0,27,366,481,0,0.7593361
1,16.0,4,1,0,1,5,56,1,0.087719298
1,3.0,9,0,0,217,12144787,79,0,151809.8375
0,3.0,8,0,1,2,2066,689,1,2.994202899
1,16.0,4,0,0,6,98,338,1,0.289085546
0,3.0,7,0,0,7,179,890,1,0.200897868
1,22.0,3,0,1,222,5282,652,0,8.088820827
0,1.0,3,0,1,0,44,86,1,0.505747126
1,3.0,9,0,1,15,148,448,0,0.329621381
1,1.0,5,1,0,170,1275,905,0,1.407284768
1,3.0,7,0,0,62,568,490,0,1.156822811
1,4.0,2,0,0,9,0,23,1,0.0
0,2.0,8,0,0,3,53,68,1,0.768115942
0,4.0,4,1,0,0,48,127,1,0.375
0,16.0,3,0,0,2,51,60,1,0.836065574
1,1.0,2,0,0,167,1213,945,0,1.282241015
1,15.0,9,0,0,157,2704,691,0,3.907514451
1,23.0,5,0,1,149,10240,1255,0,8.152866242
1,20.0,6,0,1,1,18,52,1,0.339622642
1,1.0,3,0,1,383,650952,411,0,1579.980583
1,2.0,6,0,0,6,66,161,1,0.407407407
1,16.0,7,1,0,31,204,341,0,0.596491228
1,19.0,3,0,1,20,699,599,0,1.165
0,21.0,11,0,0,0,0,1,1,0.0
0,4.0,9,1,0,0,58,2,1,19.33333333
1,16.0,6,0,0,9,413,138,0,2.971223022
1,18.0,10,0,0,31,82,72,1,1.123287671
1,18.0,11,0,1,167,4861,548,0,8.85428051
0,22.0,2,0,0,15,209,802,1,0.260273973
0,2.0,9,0,0,0,46,92,1,0.494623656
1,4.0,1,0,0,10,301,392,0,0.765903308
1,3.0,2,0,0,3,284,326,0,0.868501529
1,2.0,8,0,0,140,7411,302,0,24.45874587
1,3.0,1,0,0,28,115,97,0,1.173469388
1,24.0,7,0,0,18,358,486,0,0.735112936
0,22.0,9,0,0,0,7,14,1,0.466666667
1,15.0,5,0,0,17,166,173,0,0.954022989
1,22.0,3,0,0,0,12,58,1,0.203389831
0,3.0,4,0,1,0,51,14,1,3.4
1,18.0,10,0,1,25,63,115,0,0.543103448
0,15.0,1,0,0,0,30,25,1,1.153846154
1,3.0,3,1,0,18,172,232,0,0.738197425
1,1.0,2,0,0,7,576,474,1,1.212631579
1,21.0,11,0,0,28,153,97,0,1.56122449
1,3.0,4,0,0,349,1756948,359,0,4880.411111
0,1.0,9,0,1,0,46,128,1,0.356589147
0,1.0,2,0,0,6,38,17,1,2.111111111
1,1.0,8,0,1,235,417,478,0,0.870563674
1,3.0,3,0,1,158,1463,597,0,2.446488294
0,21.0,5,0,0,0,5,16,1,0.294117647
1,3.0,7,0,0,83,985,1161,0,0.84767642
0,20.0,3,0,1,4,2,24,1,0.08
1,4.0,9,0,0,2,56,77,1,0.717948718
1,17.0,9,0,0,1,265,371,0,0.712365591
1,4.0,11,0,0,50,625,589,0,1.059322034
1,16.0,7,0,0,29,481,459,0,1.045652174
1,4.0,5,0,0,23,75,111,0,0.669642857
1,2.0,2,0,0,216,5239,641,0,8.160436137
1,1.0,11,0,0,197,4594,1713,0,2.680280047
1,15.0,7,1,0,4,88,61,1,1.419354839
1,2.0,3,0,1,39,394,349,0,1.125714286
0,3.0,10,0,0,0,0,12,1,0.0
1,1.0,6,1,0,7,50,694,1,0.071942446
0,19.0,9,0,0,0,46,4,1,9.2
1,2.0,4,1,1,3,115,120,0,0.950413223
0,20.0,9,0,0,0,17,1,1,8.5
0,1.0,11,0,1,0,0,28,1,0.0
1,15.0,9,0,1,105,47705,535,0,89.00186567
1,4.0,7,1,0,9,89,121,0,0.729508197
0,18.0,11,0,0,0,1,0,1,1.0
0,1.0,11,0,0,2,47,12,1,3.615384615
0,2.0,7,0,1,1,14,22,1,0.608695652
1,17.0,2,1,0,239,1437,1166,0,1.231362468
1,4.0,10,0,0,80,1049,76,0,13.62337662
1,17.0,10,0,0,8,751,1223,0,0.613562092
0,23.0,4,0,0,25,1240,273,1,4.525547445
0,23.0,8,0,0,0,6,598,1,0.010016694
1,21.0,1,1,0,22,739,329,0,2.239393939
1,16.0,9,0,0,47,1705,780,0,2.183098592
1,2.0,3,0,1,0,45,143,1,0.3125
1,2.0,4,0,1,3,189,177,0,1.061797753
1,2.0,2,0,0,4,148,489,1,0.302040816
0,1.0,3,1,1,1,15,50,1,0.294117647
1,23.0,5,0,0,54,967,953,0,1.013626834
1,4.0,10,1,0,109,847,3900,1,0.217123814
1,23.0,9,1,0,7,152,169,0,0.894117647
1,20.0,3,0,0,1,78,32,0,2.363636364
0,21.0,11,0,0,0,73,432,1,0.168591224
0,20.0,1,0,0,0,16,81,1,0.195121951
1,19.0,4,0,0,234,2318,160,0,14.39751553
0,17.0,2,1,0,0,55,45,1,1.195652174
0,1.0,8,0,0,0,31,87,1,0.352272727
0,3.0,8,0,0,0,62,63,1,0.96875
0,1.0,2,1,0,0,32,42,1,0.744186047
0,2.0,7,0,0,0,16,0,1,16.0
1,24.0,9,0,0,145,8409,177,0,47.24157303
0,1.0,10,0,0,1,28,184,1,0.151351351
0,19.0,8,0,0,1,44,83,1,0.523809524
1,20.0,7,1,0,12,312,373,0,0.834224599
0,3.0,10,0,0,2,321,422,1,0.758865248
1,4.0,4,0,0,4,614,728,1,0.842249657
1,1.0,6,0,0,155,8695,241,0,35.92975207
1,2.0,8,0,0,94,965,562,0,1.714031972
1,21.0,3,0,0,189,673,438,0,1.533029613
0,24.0,7,0,0,0,0,34,1,0.0
0,1.0,4,0,0,89,778,3481,1,0.223434808
0,1.0,2,0,0,1,53,303,1,0.174342105
0,18.0,2,0,0,0,0,40,1,0.0
0,3.0,10,0,1,4,93,105,1,0.877358491
1,2.0,4,0,1,192,984,76,0,12.77922078
1,4.0,5,0,0,23,131,335,1,0.389880952
1,23.0,4,0,1,250,1422,2033,0,0.699115044
1,1.0,11,0,0,96,538,645,0,0.832817337
0,3.0,2,0,1,0,48,96,1,0.494845361
0,19.0,7,1,0,0,22,41,1,0.523809524
0,3.0,11,1,1,0,26,48,1,0.530612245
1,15.0,8,0,1,18,397,249,0,1.588
1,23.0,4,1,0,100,10759,645,0,16.65479876
0,15.0,5,1,0,5,297,903,1,0.328539823
1,2.0,2,1,0,875,597,1004,0,0.594029851
0,22.0,4,1,0,0,135,313,1,0.429936306
0,18.0,4,1,0,15,72,6,1,10.28571429
0,15.0,8,0,1,12,114,622,1,0.182985554
1,22.0,4,0,0,0,114,446,0,0.255033557
1,24.0,7,0,0,135,1353,495,0,2.727822581
1,23.0,5,0,0,282,358,432,0,0.826789838
1,4.0,6,0,0,329,1010,1739,0,0.58045977
1,23.0,9,0,0,87,663,1372,0,0.482884195
1,1.0,8,0,0,37,896,72,0,12.2739726
1,17.0,7,0,1,6,162,117,0,1.372881356
1,4.0,1,0,0,153,10638,2824,0,3.765663717
1,20.0,2,1,0,203,1294,921,0,1.403470716
1,3.0,7,0,0,106,493,997,0,0.493987976
1,16.0,9,0,0,2,66,161,1,0.407407407
1,3.0,4,0,0,43,655,1016,0,0.644051131
1,1.0,4,0,0,63,848,1149,0,0.737391304
0,15.0,11,0,0,4,60,74,1,0.8
1,19.0,1,0,0,6511,871087,55,0,15555.125
1,16.0,1,1,0,509,19036,699,0,27.19428571
0,2.0,3,0,0,8,81,99,1,0.81
1,23.0,11,1,0,48,695,678,0,1.023564065
0,4.0,9,0,0,0,46,2,1,15.33333333
0,2.0,3,1,1,1,86,418,1,0.205250597
0,1.0,5,0,0,0,43,486,1,0.088295688
0,2.0,1,0,0,4,141,424,1,0.331764706
1,23.0,10,1,0,3,63,111,0,0.5625
1,2.0,1,0,0,53,966,952,0,1.013641133
1,22.0,9,1,1,30,310,534,0,0.579439252
1,2.0,8,0,0,1163,542039,673,0,804.2121662
1,16.0,8,1,0,283,1732,1157,0,1.495682211
1,1.0,4,1,1,83,42033,3072,0,13.67816466
0,4.0,1,0,0,141,4,279,1,0.014285714
0,2.0,9,0,1,0,31,90,1,0.340659341
